partner,partner_label,geo,geo_label,period,value,flag
AL,Albania,RO,Romania,2004,0,
AL,Albania,RO,Romania,2005,0,
AL,Albania,RO,Romania,2006,0,
AL,Albania,RO,Romania,2007,0,
AM,Armenia,EL,Greece,2006,0,
AT,Austria,BE,Belgium,2004,1,
AT,Austria,BE,Belgium,2005,3,
AT,Austria,BE,Belgium,2006,1,
AT,Austria,BE,Belgium,2007,0,
AT,Austria,BE,Belgium,2008,3,
AT,Austria,BE,Belgium,2009,5,
AT,Austria,BE,Belgium,2010,2,
AT,Austria,BE,Belgium,2011,2,
AT,Austria,BG,Bulgaria,2006,1,
AT,Austria,BG,Bulgaria,2007,9,
AT,Austria,BG,Bulgaria,2008,13,
AT,Austria,BG,Bulgaria,2009,14,
AT,Austria,BG,Bulgaria,2010,14,
AT,Austria,BG,Bulgaria,2011,15,
AT,Austria,BG,Bulgaria,2012,14,
AT,Austria,BG,Bulgaria,2013,14,
AT,Austria,BG,Bulgaria,2014,11,
AT,Austria,BG,Bulgaria,2015,11,
AT,Austria,BG,Bulgaria,2016,8,
AT,Austria,BG,Bulgaria,2017,9,
AT,Austria,BG,Bulgaria,2018,10,
AT,Austria,BG,Bulgaria,2019,18,
AT,Austria,BG,Bulgaria,2020,7,
AT,Austria,BG,Bulgaria,2021,3,
AT,Austria,BG,Bulgaria,2022,9,
AT,Austria,BG,Bulgaria,2023,19,
AT,Austria,BG,Bulgaria,2024,18,
AT,Austria,BG,Bulgaria,2025,16,
AT,Austria,CH,Switzerland,2008,179,
AT,Austria,CH,Switzerland,2009,170,
AT,Austria,CH,Switzerland,2010,193,
AT,Austria,CH,Switzerland,2011,195,
AT,Austria,CH,Switzerland,2012,225,
AT,Austria,CH,Switzerland,2013,220,
AT,Austria,CH,Switzerland,2014,215,
AT,Austria,CH,Switzerland,2015,518,
AT,Austria,CH,Switzerland,2016,498,
AT,Austria,CH,Switzerland,2017,505,
AT,Austria,CH,Switzerland,2018,522,
AT,Austria,CH,Switzerland,2019,570,
AT,Austria,CH,Switzerland,2020,234,
AT,Austria,CH,Switzerland,2021,271,
AT,Austria,CH,Switzerland,2022,551,
AT,Austria,CH,Switzerland,2023,632,
AT,Austria,CH,Switzerland,2024,599,
AT,Austria,CH,Switzerland,2025,634,
AT,Austria,CZ,Czechia,2004,38,
AT,Austria,CZ,Czechia,2005,18,
AT,Austria,CZ,Czechia,2006,144,
AT,Austria,CZ,Czechia,2007,183,
AT,Austria,CZ,Czechia,2008,169,
AT,Austria,CZ,Czechia,2009,149,
AT,Austria,CZ,Czechia,2010,160,
AT,Austria,CZ,Czechia,2011,175,
AT,Austria,CZ,Czechia,2012,201,
AT,Austria,CZ,Czechia,2013,192,
AT,Austria,CZ,Czechia,2014,210,
AT,Austria,CZ,Czechia,2015,318,
AT,Austria,CZ,Czechia,2016,482,
AT,Austria,CZ,Czechia,2017,595,
AT,Austria,CZ,Czechia,2018,691,
AT,Austria,CZ,Czechia,2019,822,
AT,Austria,CZ,Czechia,2020,242,
AT,Austria,CZ,Czechia,2021,274,
AT,Austria,CZ,Czechia,2022,858,
AT,Austria,CZ,Czechia,2023,977,
AT,Austria,CZ,Czechia,2024,1069,
AT,Austria,CZ,Czechia,2025,1014,
AT,Austria,DE,Germany,2004,975,
AT,Austria,DE,Germany,2005,896,
AT,Austria,DE,Germany,2006,929,
AT,Austria,DE,Germany,2007,928,
AT,Austria,DE,Germany,2008,900,
AT,Austria,DE,Germany,2009,1040,
AT,Austria,DE,Germany,2010,1060,
AT,Austria,DE,Germany,2011,1409,
AT,Austria,DE,Germany,2012,1302,
AT,Austria,DE,Germany,2013,1314,
AT,Austria,DE,Germany,2014,1362,
AT,Austria,DE,Germany,2015,1051,
AT,Austria,DE,Germany,2016,1434,
AT,Austria,DE,Germany,2017,1690,
AT,Austria,DE,Germany,2018,1584,
AT,Austria,DE,Germany,2019,1604,
AT,Austria,DE,Germany,2020,1649,
AT,Austria,DE,Germany,2021,908,
AT,Austria,DE,Germany,2022,1794,
AT,Austria,DE,Germany,2023,2016,
AT,Austria,DE,Germany,2024,2330,
AT,Austria,DE,Germany,2025,2416,
AT,Austria,DK,Denmark,2004,3,
AT,Austria,DK,Denmark,2005,1,
AT,Austria,DK,Denmark,2006,9,
AT,Austria,DK,Denmark,2007,9,
AT,Austria,DK,Denmark,2008,9,
AT,Austria,DK,Denmark,2009,9,
AT,Austria,DK,Denmark,2010,12,
AT,Austria,DK,Denmark,2011,17,
AT,Austria,DK,Denmark,2012,11,
AT,Austria,DK,Denmark,2013,8,
AT,Austria,DK,Denmark,2014,6,
AT,Austria,DK,Denmark,2015,8,
AT,Austria,DK,Denmark,2016,9,
AT,Austria,DK,Denmark,2017,8,
AT,Austria,DK,Denmark,2018,5,
AT,Austria,DK,Denmark,2019,6,
AT,Austria,DK,Denmark,2022,1,
AT,Austria,DK,Denmark,2023,2,
AT,Austria,DK,Denmark,2024,3,
AT,Austria,DK,Denmark,2025,3,
AT,Austria,ES,Spain,2017,0,
AT,Austria,FR,France,2004,7,
AT,Austria,FR,France,2005,12,
AT,Austria,FR,France,2006,10,
AT,Austria,FR,France,2007,3,
AT,Austria,FR,France,2008,2,
AT,Austria,FR,France,2009,2,
AT,Austria,HR,Croatia,2004,28,
AT,Austria,HR,Croatia,2005,25,
AT,Austria,HR,Croatia,2006,26,
AT,Austria,HR,Croatia,2007,27,
AT,Austria,HR,Croatia,2008,29,
AT,Austria,HR,Croatia,2009,27,
AT,Austria,HR,Croatia,2010,28,
AT,Austria,HR,Croatia,2011,28,
AT,Austria,HR,Croatia,2012,28,
AT,Austria,HR,Croatia,2013,25,
AT,Austria,HR,Croatia,2014,24,
AT,Austria,HR,Croatia,2015,22,
AT,Austria,HR,Croatia,2016,21,
AT,Austria,HR,Croatia,2017,26,
AT,Austria,HR,Croatia,2018,21,
AT,Austria,HR,Croatia,2019,22,
AT,Austria,HR,Croatia,2020,8,
AT,Austria,HR,Croatia,2021,14,
AT,Austria,HR,Croatia,2022,27,
AT,Austria,HR,Croatia,2023,39,
AT,Austria,HR,Croatia,2024,36,
AT,Austria,HR,Croatia,2025,33,
AT,Austria,HU,Hungary,2004,174,
AT,Austria,HU,Hungary,2005,267,
AT,Austria,HU,Hungary,2006,268,
AT,Austria,HU,Hungary,2007,270,
AT,Austria,HU,Hungary,2008,279,
AT,Austria,HU,Hungary,2009,307,
AT,Austria,HU,Hungary,2010,309,
AT,Austria,HU,Hungary,2011,415,
AT,Austria,HU,Hungary,2012,477,
AT,Austria,HU,Hungary,2013,498,
AT,Austria,HU,Hungary,2014,376,
AT,Austria,IT,Italy,2004,195,
AT,Austria,IT,Italy,2005,414,
AT,Austria,IT,Italy,2006,323,
AT,Austria,IT,Italy,2007,259,
AT,Austria,IT,Italy,2021,398,
AT,Austria,IT,Italy,2022,613,
AT,Austria,IT,Italy,2023,383,
AT,Austria,IT,Italy,2024,348,
AT,Austria,IT,Italy,2025,311,
AT,Austria,LT,Lithuania,2004,0,
AT,Austria,LT,Lithuania,2005,0,
AT,Austria,LT,Lithuania,2006,0,
AT,Austria,LT,Lithuania,2007,0,
AT,Austria,LT,Lithuania,2008,0,
AT,Austria,LT,Lithuania,2009,0,
AT,Austria,LT,Lithuania,2010,0,
AT,Austria,LT,Lithuania,2011,0,
AT,Austria,LT,Lithuania,2012,0,
AT,Austria,LT,Lithuania,2013,0,
AT,Austria,LU,Luxembourg,2004,1,
AT,Austria,LU,Luxembourg,2005,0,
AT,Austria,LU,Luxembourg,2006,0,
AT,Austria,LU,Luxembourg,2007,1,
AT,Austria,LU,Luxembourg,2008,0,
AT,Austria,LU,Luxembourg,2009,1,
AT,Austria,LU,Luxembourg,2010,1,
AT,Austria,LU,Luxembourg,2011,1,
AT,Austria,LU,Luxembourg,2012,1,
AT,Austria,LU,Luxembourg,2013,1,
AT,Austria,LU,Luxembourg,2014,0,
AT,Austria,LU,Luxembourg,2015,0,
AT,Austria,LU,Luxembourg,2016,0,
AT,Austria,LU,Luxembourg,2017,0,
AT,Austria,LU,Luxembourg,2018,0,
AT,Austria,LU,Luxembourg,2019,0,
AT,Austria,LU,Luxembourg,2020,0,
AT,Austria,LU,Luxembourg,2021,0,
AT,Austria,LU,Luxembourg,2022,0,
AT,Austria,LU,Luxembourg,2023,1,
AT,Austria,LU,Luxembourg,2024,1,
AT,Austria,LU,Luxembourg,2025,1,
AT,Austria,MK,North Macedonia,2009,0,
AT,Austria,MK,North Macedonia,2010,0,
AT,Austria,MK,North Macedonia,2011,0,
AT,Austria,MK,North Macedonia,2013,0,
AT,Austria,MK,North Macedonia,2015,0,
AT,Austria,NL,Netherlands,2004,40,
AT,Austria,NL,Netherlands,2005,40,
AT,Austria,NL,Netherlands,2006,31,
AT,Austria,NL,Netherlands,2007,20,
AT,Austria,PL,Poland,2004,54,
AT,Austria,PL,Poland,2005,66,
AT,Austria,PL,Poland,2006,63,
AT,Austria,PL,Poland,2007,63,
AT,Austria,PL,Poland,2008,63,
AT,Austria,PL,Poland,2009,49,
AT,Austria,PL,Poland,2010,60,
AT,Austria,PL,Poland,2011,56,
AT,Austria,PL,Poland,2012,53,
AT,Austria,PL,Poland,2013,51,
AT,Austria,PL,Poland,2014,58,
AT,Austria,PL,Poland,2015,46,
AT,Austria,PL,Poland,2016,31,
AT,Austria,PL,Poland,2017,30,
AT,Austria,PL,Poland,2018,28,
AT,Austria,RO,Romania,2004,12,
AT,Austria,RO,Romania,2005,13,
AT,Austria,RO,Romania,2006,9,
AT,Austria,RO,Romania,2007,13,
AT,Austria,RO,Romania,2008,16,
AT,Austria,RO,Romania,2009,17,
AT,Austria,RO,Romania,2010,17,
AT,Austria,RO,Romania,2011,11,
AT,Austria,RO,Romania,2012,8,
AT,Austria,RO,Romania,2013,7,
AT,Austria,RO,Romania,2014,4,
AT,Austria,RO,Romania,2015,3,
AT,Austria,RO,Romania,2016,5,
AT,Austria,RO,Romania,2017,11,
AT,Austria,RO,Romania,2018,16,
AT,Austria,RO,Romania,2019,18,
AT,Austria,RO,Romania,2020,9,
AT,Austria,RO,Romania,2021,12,
AT,Austria,RO,Romania,2022,21,
AT,Austria,RO,Romania,2023,26,
AT,Austria,RO,Romania,2024,28,
AT,Austria,RO,Romania,2025,22,
AT,Austria,SI,Slovenia,2004,47,
AT,Austria,SI,Slovenia,2005,38,
AT,Austria,SI,Slovenia,2006,38,
AT,Austria,SI,Slovenia,2007,48,
AT,Austria,SI,Slovenia,2008,53,
AT,Austria,SI,Slovenia,2009,73,
AT,Austria,SI,Slovenia,2010,68,
AT,Austria,SI,Slovenia,2011,65,
AT,Austria,SI,Slovenia,2012,68,
AT,Austria,SI,Slovenia,2013,57,
AT,Austria,SI,Slovenia,2014,54,
AT,Austria,SI,Slovenia,2015,49,
AT,Austria,SI,Slovenia,2016,53,
AT,Austria,SI,Slovenia,2017,68,
AT,Austria,SI,Slovenia,2018,80,
AT,Austria,SI,Slovenia,2019,97,
AT,Austria,SI,Slovenia,2020,13,
AT,Austria,SI,Slovenia,2021,18,
AT,Austria,SI,Slovenia,2022,37,
AT,Austria,SI,Slovenia,2023,165,
AT,Austria,SI,Slovenia,2024,227,
AT,Austria,SI,Slovenia,2025,236,
AT,Austria,SK,Slovakia,2004,84,
AT,Austria,SK,Slovakia,2005,88,
AT,Austria,SK,Slovakia,2006,514,
AT,Austria,SK,Slovakia,2007,698,
AT,Austria,SK,Slovakia,2008,726,
AT,Austria,SK,Slovakia,2009,729,
AT,Austria,SK,Slovakia,2010,599,
AT,Austria,SK,Slovakia,2011,684,
AT,Austria,SK,Slovakia,2012,735,
AT,Austria,SK,Slovakia,2013,767,
AT,Austria,SK,Slovakia,2014,799,
AT,Austria,SK,Slovakia,2015,760,
AT,Austria,SK,Slovakia,2016,732,
AT,Austria,SK,Slovakia,2017,761,
AT,Austria,SK,Slovakia,2018,918,
AT,Austria,SK,Slovakia,2019,1000,
AT,Austria,SK,Slovakia,2020,376,
AT,Austria,SK,Slovakia,2021,404,
AT,Austria,SK,Slovakia,2022,837,
AT,Austria,TR,Türkiye,2004,3,
AT,Austria,TR,Türkiye,2005,2,
AT,Austria,TR,Türkiye,2006,2,
AT,Austria,TR,Türkiye,2007,6,
AT,Austria,TR,Türkiye,2008,7,
AT,Austria,TR,Türkiye,2009,7,
AT,Austria,TR,Türkiye,2010,7,
AT,Austria,TR,Türkiye,2011,7,
AT,Austria,TR,Türkiye,2012,9,
AT,Austria,TR,Türkiye,2013,5,
AT,Austria,TR,Türkiye,2014,6,
AT,Austria,TR,Türkiye,2015,6,
AT,Austria,TR,Türkiye,2016,0,
AT,Austria,TR,Türkiye,2017,0,
BA,Bosnia and Herzegovina,BE,Belgium,2006,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2009,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2010,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2011,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2012,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2013,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2014,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2015,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2016,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2017,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2018,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2019,0,
BA,Bosnia and Herzegovina,BG,Bulgaria,2021,0,
BA,Bosnia and Herzegovina,CZ,Czechia,2007,0,
BA,Bosnia and Herzegovina,CZ,Czechia,2015,0,
BA,Bosnia and Herzegovina,HR,Croatia,2004,31,
BA,Bosnia and Herzegovina,HR,Croatia,2005,18,
BA,Bosnia and Herzegovina,HR,Croatia,2006,36,
BA,Bosnia and Herzegovina,HR,Croatia,2007,41,
BA,Bosnia and Herzegovina,HR,Croatia,2008,48,
BA,Bosnia and Herzegovina,HR,Croatia,2009,30,
BA,Bosnia and Herzegovina,HR,Croatia,2010,30,
BA,Bosnia and Herzegovina,HR,Croatia,2011,27,
BA,Bosnia and Herzegovina,HR,Croatia,2012,27,
BA,Bosnia and Herzegovina,HR,Croatia,2013,14,
BA,Bosnia and Herzegovina,HR,Croatia,2014,7,
BA,Bosnia and Herzegovina,HR,Croatia,2015,7,
BA,Bosnia and Herzegovina,HR,Croatia,2016,7,
BA,Bosnia and Herzegovina,HR,Croatia,2017,0,
BA,Bosnia and Herzegovina,HR,Croatia,2023,3,
BA,Bosnia and Herzegovina,HR,Croatia,2024,3,
BA,Bosnia and Herzegovina,HR,Croatia,2025,3,
BA,Bosnia and Herzegovina,HU,Hungary,2004,2,
BA,Bosnia and Herzegovina,HU,Hungary,2005,3,
BA,Bosnia and Herzegovina,HU,Hungary,2006,2,
BA,Bosnia and Herzegovina,HU,Hungary,2007,2,
BA,Bosnia and Herzegovina,HU,Hungary,2008,2,
BA,Bosnia and Herzegovina,HU,Hungary,2009,2,
BA,Bosnia and Herzegovina,HU,Hungary,2010,2,
BA,Bosnia and Herzegovina,HU,Hungary,2011,3,
BA,Bosnia and Herzegovina,HU,Hungary,2012,3,
BA,Bosnia and Herzegovina,HU,Hungary,2013,23,
BA,Bosnia and Herzegovina,HU,Hungary,2014,1,
BA,Bosnia and Herzegovina,IT,Italy,2005,2,
BA,Bosnia and Herzegovina,MK,North Macedonia,2010,0,
BA,Bosnia and Herzegovina,MK,North Macedonia,2011,0,
BA,Bosnia and Herzegovina,MK,North Macedonia,2012,0,
BA,Bosnia and Herzegovina,RO,Romania,2004,0,
BA,Bosnia and Herzegovina,RO,Romania,2005,0,
BA,Bosnia and Herzegovina,RO,Romania,2006,0,
BA,Bosnia and Herzegovina,RO,Romania,2007,0,
BA,Bosnia and Herzegovina,RO,Romania,2012,0,
BA,Bosnia and Herzegovina,RO,Romania,2016,0,
BA,Bosnia and Herzegovina,SI,Slovenia,2004,1,
BA,Bosnia and Herzegovina,SI,Slovenia,2005,2,
BA,Bosnia and Herzegovina,SI,Slovenia,2006,2,
BA,Bosnia and Herzegovina,SI,Slovenia,2007,2,
BA,Bosnia and Herzegovina,SI,Slovenia,2008,3,
BA,Bosnia and Herzegovina,SI,Slovenia,2009,3,
BA,Bosnia and Herzegovina,SI,Slovenia,2010,1,
BA,Bosnia and Herzegovina,SI,Slovenia,2011,1,
BA,Bosnia and Herzegovina,SI,Slovenia,2012,1,
BA,Bosnia and Herzegovina,SI,Slovenia,2013,0,
BA,Bosnia and Herzegovina,SI,Slovenia,2014,0,
BA,Bosnia and Herzegovina,SI,Slovenia,2015,0,
BA,Bosnia and Herzegovina,SI,Slovenia,2016,0,
BA,Bosnia and Herzegovina,SI,Slovenia,2017,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2007,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2009,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2011,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2012,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2013,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2014,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2015,0,
BA,Bosnia and Herzegovina,SK,Slovakia,2017,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2006,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2007,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2008,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2009,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2010,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2011,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2012,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2013,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2014,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2015,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2016,0,
BA,Bosnia and Herzegovina,TR,Türkiye,2017,0,
BE,Belgium,BG,Bulgaria,2006,0,
BE,Belgium,BG,Bulgaria,2007,2,
BE,Belgium,BG,Bulgaria,2008,5,
BE,Belgium,BG,Bulgaria,2009,13,
BE,Belgium,BG,Bulgaria,2010,10,
BE,Belgium,BG,Bulgaria,2011,11,
BE,Belgium,BG,Bulgaria,2012,10,
BE,Belgium,BG,Bulgaria,2013,10,
BE,Belgium,BG,Bulgaria,2014,10,
BE,Belgium,BG,Bulgaria,2015,6,
BE,Belgium,BG,Bulgaria,2016,5,
BE,Belgium,BG,Bulgaria,2017,4,
BE,Belgium,BG,Bulgaria,2018,3,
BE,Belgium,BG,Bulgaria,2019,4,
BE,Belgium,BG,Bulgaria,2020,1,
BE,Belgium,BG,Bulgaria,2021,1,
BE,Belgium,BG,Bulgaria,2022,2,
BE,Belgium,BG,Bulgaria,2023,2,
BE,Belgium,BG,Bulgaria,2024,1,
BE,Belgium,BG,Bulgaria,2025,1,
BE,Belgium,CH,Switzerland,2008,68,
BE,Belgium,CH,Switzerland,2009,65,
BE,Belgium,CH,Switzerland,2010,74,
BE,Belgium,CH,Switzerland,2011,74,
BE,Belgium,CH,Switzerland,2012,86,
BE,Belgium,CH,Switzerland,2013,84,
BE,Belgium,CH,Switzerland,2014,82,
BE,Belgium,CH,Switzerland,2015,21,
BE,Belgium,CH,Switzerland,2016,20,
BE,Belgium,CH,Switzerland,2017,21,
BE,Belgium,CH,Switzerland,2018,21,
BE,Belgium,CH,Switzerland,2019,23,
BE,Belgium,CH,Switzerland,2020,10,
BE,Belgium,CH,Switzerland,2021,11,
BE,Belgium,CH,Switzerland,2022,23,
BE,Belgium,CH,Switzerland,2023,26,
BE,Belgium,CH,Switzerland,2024,25,
BE,Belgium,CH,Switzerland,2025,26,
BE,Belgium,CZ,Czechia,2004,0,
BE,Belgium,CZ,Czechia,2005,1,
BE,Belgium,CZ,Czechia,2006,0,
BE,Belgium,CZ,Czechia,2007,0,
BE,Belgium,CZ,Czechia,2008,0,
BE,Belgium,CZ,Czechia,2009,0,
BE,Belgium,CZ,Czechia,2010,0,
BE,Belgium,CZ,Czechia,2011,0,
BE,Belgium,CZ,Czechia,2012,0,
BE,Belgium,CZ,Czechia,2013,0,
BE,Belgium,CZ,Czechia,2014,0,
BE,Belgium,CZ,Czechia,2015,0,
BE,Belgium,CZ,Czechia,2016,0,
BE,Belgium,CZ,Czechia,2017,0,
BE,Belgium,CZ,Czechia,2018,1,
BE,Belgium,CZ,Czechia,2019,2,
BE,Belgium,CZ,Czechia,2020,1,
BE,Belgium,CZ,Czechia,2021,1,
BE,Belgium,CZ,Czechia,2022,3,
BE,Belgium,CZ,Czechia,2023,2,
BE,Belgium,CZ,Czechia,2024,2,
BE,Belgium,CZ,Czechia,2025,1,
BE,Belgium,DE,Germany,2004,70,
BE,Belgium,DE,Germany,2005,29,
BE,Belgium,DE,Germany,2006,75,
BE,Belgium,DE,Germany,2007,69,
BE,Belgium,DE,Germany,2008,81,
BE,Belgium,DE,Germany,2009,58,
BE,Belgium,DE,Germany,2010,42,
BE,Belgium,DE,Germany,2011,51,
BE,Belgium,DE,Germany,2012,223,
BE,Belgium,DE,Germany,2013,209,
BE,Belgium,DE,Germany,2014,254,
BE,Belgium,DE,Germany,2015,226,
BE,Belgium,DE,Germany,2016,287,
BE,Belgium,DE,Germany,2017,418,
BE,Belgium,DE,Germany,2018,506,
BE,Belgium,DE,Germany,2019,426,
BE,Belgium,DE,Germany,2020,239,
BE,Belgium,DE,Germany,2021,275,
BE,Belgium,DE,Germany,2022,571,
BE,Belgium,DE,Germany,2023,704,
BE,Belgium,DE,Germany,2024,650,
BE,Belgium,DE,Germany,2025,804,
BE,Belgium,DK,Denmark,2004,0,
BE,Belgium,DK,Denmark,2005,0,
BE,Belgium,DK,Denmark,2011,1,
BE,Belgium,DK,Denmark,2012,3,
BE,Belgium,DK,Denmark,2013,1,
BE,Belgium,DK,Denmark,2015,1,
BE,Belgium,DK,Denmark,2016,1,
BE,Belgium,DK,Denmark,2017,1,
BE,Belgium,DK,Denmark,2018,1,
BE,Belgium,DK,Denmark,2019,1,
BE,Belgium,ES,Spain,2017,0,
BE,Belgium,FR,France,2004,1196,
BE,Belgium,FR,France,2005,2009,
BE,Belgium,FR,France,2006,1994,
BE,Belgium,FR,France,2007,2005,
BE,Belgium,FR,France,2008,2089,
BE,Belgium,FR,France,2009,3594,
BE,Belgium,HR,Croatia,2004,0,
BE,Belgium,HR,Croatia,2005,0,
BE,Belgium,HR,Croatia,2006,0,
BE,Belgium,HR,Croatia,2007,0,
BE,Belgium,HR,Croatia,2008,0,
BE,Belgium,HR,Croatia,2009,0,
BE,Belgium,HR,Croatia,2010,0,
BE,Belgium,HR,Croatia,2011,0,
BE,Belgium,HR,Croatia,2012,0,
BE,Belgium,HR,Croatia,2013,0,
BE,Belgium,HR,Croatia,2014,0,
BE,Belgium,HR,Croatia,2015,0,
BE,Belgium,HR,Croatia,2016,0,
BE,Belgium,HR,Croatia,2017,0,
BE,Belgium,HR,Croatia,2018,0,
BE,Belgium,HR,Croatia,2019,0,
BE,Belgium,HR,Croatia,2020,0,
BE,Belgium,HR,Croatia,2021,0,
BE,Belgium,HR,Croatia,2022,0,
BE,Belgium,HR,Croatia,2023,0,
BE,Belgium,HR,Croatia,2024,0,
BE,Belgium,HR,Croatia,2025,0,
BE,Belgium,HU,Hungary,2004,1,
BE,Belgium,HU,Hungary,2005,3,
BE,Belgium,HU,Hungary,2006,3,
BE,Belgium,HU,Hungary,2007,2,
BE,Belgium,HU,Hungary,2008,4,
BE,Belgium,HU,Hungary,2009,7,
BE,Belgium,HU,Hungary,2010,3,
BE,Belgium,HU,Hungary,2011,4,
BE,Belgium,HU,Hungary,2012,3,
BE,Belgium,HU,Hungary,2013,3,
BE,Belgium,HU,Hungary,2014,2,
BE,Belgium,IT,Italy,2004,4,
BE,Belgium,IT,Italy,2005,2,
BE,Belgium,LU,Luxembourg,2004,505,
BE,Belgium,LU,Luxembourg,2005,545,
BE,Belgium,LU,Luxembourg,2006,659,
BE,Belgium,LU,Luxembourg,2007,678,
BE,Belgium,LU,Luxembourg,2008,771,
BE,Belgium,LU,Luxembourg,2009,694,
BE,Belgium,LU,Luxembourg,2010,912,
BE,Belgium,LU,Luxembourg,2011,877,
BE,Belgium,LU,Luxembourg,2012,840,
BE,Belgium,LU,Luxembourg,2013,874,
BE,Belgium,LU,Luxembourg,2014,1184,
BE,Belgium,LU,Luxembourg,2015,1110,
BE,Belgium,LU,Luxembourg,2016,877,
BE,Belgium,LU,Luxembourg,2017,760,
BE,Belgium,LU,Luxembourg,2018,728,
BE,Belgium,LU,Luxembourg,2019,1092,
BE,Belgium,LU,Luxembourg,2020,513,
BE,Belgium,LU,Luxembourg,2021,571,
BE,Belgium,LU,Luxembourg,2022,903,
BE,Belgium,LU,Luxembourg,2023,1174,
BE,Belgium,LU,Luxembourg,2024,1264,
BE,Belgium,LU,Luxembourg,2025,1228,
BE,Belgium,NL,Netherlands,2004,580,
BE,Belgium,NL,Netherlands,2005,850,
BE,Belgium,NL,Netherlands,2006,987,
BE,Belgium,NL,Netherlands,2007,1310,
BE,Belgium,PL,Poland,2004,3,
BE,Belgium,PL,Poland,2005,3,
BE,Belgium,PL,Poland,2006,3,
BE,Belgium,PL,Poland,2007,2,
BE,Belgium,PL,Poland,2008,2,
BE,Belgium,PL,Poland,2009,1,
BE,Belgium,PL,Poland,2010,1,
BE,Belgium,PL,Poland,2011,1,
BE,Belgium,PL,Poland,2012,1,
BE,Belgium,PL,Poland,2013,0,
BE,Belgium,PL,Poland,2014,1,
BE,Belgium,PL,Poland,2015,1,
BE,Belgium,PL,Poland,2016,0,
BE,Belgium,PL,Poland,2017,0,
BE,Belgium,PL,Poland,2018,0,
BE,Belgium,RO,Romania,2004,0,
BE,Belgium,RO,Romania,2005,0,
BE,Belgium,RO,Romania,2006,0,
BE,Belgium,RO,Romania,2007,0,
BE,Belgium,RO,Romania,2010,3,
BE,Belgium,RO,Romania,2011,0,
BE,Belgium,RO,Romania,2012,0,
BE,Belgium,RO,Romania,2013,0,
BE,Belgium,RO,Romania,2014,0,
BE,Belgium,RO,Romania,2015,0,
BE,Belgium,RO,Romania,2016,0,
BE,Belgium,RO,Romania,2017,0,
BE,Belgium,RO,Romania,2018,0,
BE,Belgium,RO,Romania,2019,0,
BE,Belgium,RO,Romania,2021,0,
BE,Belgium,RO,Romania,2022,0,
BE,Belgium,RO,Romania,2023,0,
BE,Belgium,SI,Slovenia,2004,0,
BE,Belgium,SI,Slovenia,2005,0,
BE,Belgium,SI,Slovenia,2006,1,
BE,Belgium,SI,Slovenia,2007,0,
BE,Belgium,SI,Slovenia,2008,0,
BE,Belgium,SI,Slovenia,2009,1,
BE,Belgium,SI,Slovenia,2010,0,
BE,Belgium,SI,Slovenia,2011,0,
BE,Belgium,SI,Slovenia,2012,0,
BE,Belgium,SI,Slovenia,2013,0,
BE,Belgium,SI,Slovenia,2014,1,
BE,Belgium,SI,Slovenia,2015,0,
BE,Belgium,SI,Slovenia,2016,0,
BE,Belgium,SI,Slovenia,2017,0,
BE,Belgium,SI,Slovenia,2018,0,
BE,Belgium,SI,Slovenia,2019,0,
BE,Belgium,SI,Slovenia,2020,0,
BE,Belgium,SI,Slovenia,2021,0,
BE,Belgium,SI,Slovenia,2022,0,
BE,Belgium,SI,Slovenia,2023,0,
BE,Belgium,SI,Slovenia,2024,0,
BE,Belgium,SI,Slovenia,2025,0,
BE,Belgium,SK,Slovakia,2004,1,
BE,Belgium,SK,Slovakia,2005,1,
BE,Belgium,SK,Slovakia,2006,1,
BE,Belgium,SK,Slovakia,2007,0,
BE,Belgium,SK,Slovakia,2008,1,
BE,Belgium,SK,Slovakia,2009,0,
